2002M02,"8,286,028","6,557,401","4,487,779","3,788,043","1,866,104","107,162","100,753","158,940","884,528","1,567,517","263,348","490,379","368,057","389,197","190,101","235,913","300,299","206,656","162,473","117,972","94,037","24,160","152,803","317,738","4,792","73,386","21,628","64,599","1,368,067","880,104","71,556","201,826","275,186","233,798","96,991","55,055","208,587","84,084","75,380","47,674","12,271",19,"1,852,966","1,185,159","101,614","40,205","1,751,319","1,144,954","95,808","27,914","59,983","23,911","8,829",473,"82,303","78,819","1,194","1,633","36,542","32,073","116,703","217,389","96,884","190,948","12,185","20,306"
2002M03,"11,888,611","10,222,502","6,830,947","5,988,983","2,932,266","167,701","130,833","175,153","1,146,342","2,447,782","334,942","783,629","811,447","684,972","295,799","432,307","366,202","335,840","242,244","214,043","186,883","41,323","208,433","589,435","5,861","97,040","28,625","216,431","1,749,326","1,254,233","120,684","113,756","336,733","388,413","109,559","124,629","282,013","122,741","111,703","221,767","16,739","57,646","2,487,248","1,689,196","144,258","80,082","2,342,861","1,609,102","143,977","46,482","86,902","38,922","10,151",688,"111,541","99,843","2,541","5,578","47,120","41,731","162,099","315,715","134,307","278,859","16,680","29,034"
2002M04,"11,243,725","9,804,458","6,490,441","5,726,795","2,761,401","171,238","139,341","199,750","1,004,698","2,383,507","341,906","725,872","786,272","682,965","273,589","404,081","386,464","310,451","197,880","217,894","200,802","45,222","208,867","616,524","5,810","183,346","29,985","134,868","1,550,604","1,224,449","80,000","105,478","321,470","381,280","113,332","91,665","260,461","114,181","96,844","182,361","13,332","23,986","2,410,713","1,607,910","129,455","79,140","2,281,258","1,528,770","140,198","33,819","74,618","28,026","12,292",375,"102,149","125,121","2,497","17,140","45,908","42,770","166,000","268,305","135,865","220,905","17,439","35,070"
2002M05,"11,392,781","9,497,240","6,733,562","5,380,471","2,847,167","152,942","125,680","265,417","1,123,130","2,174,035","346,770","673,858","791,074","642,939","309,290","352,801","386,440","298,385","202,391","206,168","200,173","42,950","207,010","626,385","4,463","102,409","28,408","350,017","1,489,785","1,200,652","78,281","99,699","300,890","374,879","109,619","76,564","264,366","123,425","100,611","140,877","13,047",29,"2,397,431","1,671,345","119,768","79,720","2,277,633","1,591,622","145,345","33,187","79,812","27,266","12,786",368,"103,354","126,396","2,864","4,623","48,821","66,773","150,520","298,115","124,156","254,285","17,510","35,887"
2002M06,"11,602,293","9,685,984","6,756,190","5,613,402","2,871,540","154,837","131,072","280,501","1,155,316","2,421,908","333,541","644,210","813,561","676,968","280,665","343,049","387,130","306,031","196,872","196,534","198,622","37,649","195,303","497,005","4,932","113,153","26,090","150,340","1,422,630","1,248,082","103,596","99,743","265,436","410,307","106,335","88,217","244,965","111,659","99,259","138,560","10,611",11,"2,539,246","1,693,195","126,916","79,524","2,412,260","1,613,671","194,713","48,974","88,213","34,000","11,911",475,"102,124","117,008","4,151","3,418","43,938","40,338","157,654","309,077","129,023","263,064","18,214","35,449"
2002M07,"11,542,870","10,704,702","6,625,190","5,845,504","2,753,595","160,000","132,885","213,962","1,054,881","2,644,861","319,160","661,603","900,433","689,064","296,470","370,197","408,125","309,479","201,758","194,225","180,701","39,943","213,370","561,719","6,813","116,003","33,670","143,947","1,366,611","1,490,951","81,980","122,705","289,428","429,821","74,304","114,193","246,389","141,542","98,684","157,976","15,113",20,"2,719,096","2,146,306","144,348","92,628","2,574,718","2,053,674","150,990","45,799","87,005","37,220","14,547",593,"96,421","142,923","3,820","8,057","40,291","52,865","183,341","295,259","151,117","251,410","19,314","31,424"
2002M08,"11,278,766","9,164,294","6,579,934","5,103,353","2,796,329","167,423","118,918","282,131","962,262","2,192,899","315,593","564,828","981,495","662,552","270,215","312,658","403,866","285,418","188,103","153,105","182,541","35,959","223,432","651,805","5,797","75,229","28,194","214,137","1,457,307","1,314,453","87,161","130,674","288,259","382,505","92,846","95,526","237,838","111,196","91,788","110,925","12,821",1,"2,464,193","1,556,136","129,964","76,399","2,334,057","1,479,736","155,183","31,130","76,391","23,802","9,471",413,"84,904","119,545","3,997","4,674","29,971","39,535","171,102","258,725","142,067","221,033","19,187","27,528"
2002M09,"11,717,563","10,609,013","6,773,235","5,614,341","2,861,957","164,508","121,949","215,014","957,156","2,353,427","341,681","684,102","1,091,905","743,988","265,073","369,364","386,994","325,932","196,756","165,650","199,030","43,952","198,560","1,023,969","7,255","137,672","31,413","323,280","1,552,420","1,265,841","83,190","117,186","342,911","383,170","103,879","97,057","236,676","123,569","102,217","361,737","12,707","21,274","2,509,443","1,849,786","129,445","91,020","2,379,979","1,758,763","165,555","44,079","82,401","36,106","13,393",492,"98,251","148,764","5,894","9,914","37,454","72,175","181,295","281,997","146,896","250,355","19,946","22,738"
2002M10,"11,881,621","10,252,367","6,931,809","5,849,015","2,924,032","190,312","141,093","213,111","1,010,490","2,609,774","314,600","671,975","1,078,912","734,684","269,636","341,247","409,737","339,293","203,772","177,287","225,019","42,284","199,662","809,884","7,463","187,160","26,112","259,636","1,731,907","1,379,693","99,526","132,719","367,394","400,958","114,211","99,688","256,481","111,814","104,465","251,082","11,707","53,581","2,378,821","1,457,735","143,449","67,257","2,235,363","1,390,471","174,610","43,345","76,997","28,283","8,836",461,"92,199","129,130","5,117","16,072","34,601","46,902","185,281","311,907","152,199","275,911","21,911","27,963"
2002M11,"12,319,520","9,392,951","7,074,107","5,323,614","2,911,000","166,757","99,410","239,279","1,056,683","2,278,248","381,264","609,700","1,141,827","755,124","272,536","321,101","405,453","290,655","200,322","177,981","244,802","36,766","203,354","661,245","8,807","75,564","27,161","210,710","1,814,589","1,206,720","127,993","149,614","379,534","387,848","109,999","81,826","263,854","116,891","103,810","227,198","12,210","27,947","2,578,282","1,551,179","127,897","109,352","2,450,350","1,441,816","135,255","40,275","84,290","27,826","6,100",253,"89,363","133,477","5,460","21,093","37,148","59,331","190,149","228,906","159,437","198,440","19,679","24,053"
2002M12,"12,135,064","9,938,212","7,171,409","5,898,364","2,875,605","167,067","128,372","206,609","1,029,330","2,632,541","378,681","687,833","1,264,618","828,666","261,243","359,767","442,461","276,600","198,238","194,332","253,886","36,136","211,700","519,667","6,519","110,481","28,150","157,839","1,791,100","1,321,212","92,242","163,113","398,596","386,121","124,562","100,752","263,871","114,947","98,359","174,701","13,537",3,"2,357,240","1,546,714","124,484","98,417","2,232,662","1,448,296","170,294","47,118","79,287","30,960","8,627","1,144","91,092","144,113","6,460","23,765","33,260","58,110","153,989","264,987","121,883","224,922","19,058","27,600"
2003M01,"10,469,659","9,547,252","6,176,199","5,457,277","2,430,768","156,281","108,349","243,211","929,796","2,212,640","348,358","703,165","1,096,538","791,151","214,122","334,407","333,543","317,327","193,686","176,965","172,758","38,676","188,186","913,429","5,335","171,628","26,774","356,589","1,424,097","1,139,279","83,894","120,161","336,763","370,338","103,329","98,823","198,275","105,694","97,750","159,608","15,892",45,"2,107,553","1,409,709","114,621","86,224","1,992,914","1,323,485","136,335","31,951","57,806","22,865","5,860",351,"72,796","137,679","5,000","4,744","30,068","78,730","179,581","278,517","146,712","230,163","25,733","37,936"
2003M02,"10,178,861","8,469,893","5,977,541","4,880,299","2,268,240","100,361","92,439","219,084","933,375","2,179,931","368,022","596,690","1,060,838","569,929","208,146","322,813","354,777","269,560","183,322","166,511","158,599","20,146","162,479","834,304","7,178","141,027","19,193","382,586","1,501,799","1,036,185","81,169","94,446","358,911","316,281","106,598","72,744","206,843","104,775","82,455","158,164","12,468",15,"1,976,258","1,192,404","104,740","67,914","1,871,498","1,124,490","134,632","28,195","61,291","19,875","5,501",275,"76,320","99,462","6,510","3,057","33,836","42,156","151,075","225,442","118,853","192,592","14,081","23,852"
2003M03,"13,177,764","10,982,721","8,017,903","6,618,637","3,156,809","165,576","150,261","221,667","1,126,196","2,998,631","444,264","789,153","1,480,317","915,305","271,927","444,241","441,794","337,034","252,611","214,980","256,988","43,013","215,795","791,741","6,862","83,601","30,861","396,174","1,789,262","1,430,822","93,111","127,396","364,223","487,915","136,723","106,808","258,867","126,188","129,850","124,207","17,659",59,"2,455,269","1,489,686","137,446","94,398","2,317,798","1,395,282","168,486","50,899","77,522","35,109","8,006",407,"91,305","150,668","7,773","5,951","32,819","65,189","191,695","306,705","143,826","262,813","19,820","32,159"
2003M04,"12,017,199","10,495,318","7,104,466","6,171,596","2,728,921","159,708","129,882","271,336","985,078","2,701,808","382,636","713,055","1,364,079","912,616","254,075","423,362","397,619","294,529","205,208","184,767","230,966","41,400","202,535","804,531","6,876","215,272","24,697","322,325","1,659,745","1,350,807","88,805","120,957","343,535","406,282","136,808","100,896","250,722","110,195","122,900","281,909","15,245",1,"2,359,267","1,427,243","128,026","90,650","2,231,186","1,336,590","142,301","39,617","76,253","22,329","10,988",402,"91,097","106,551","7,940","3,642","36,727","49,972","202,165","292,572","159,969","243,083","28,220","40,090"
2003M05,"11,688,869","9,566,071","7,099,315","5,369,784","2,371,724","130,893","126,611","263,484","1,025,717","2,234,694","354,701","630,536","1,724,273","837,726","268,840","349,042","398,684","279,585","211,596","188,102","236,036","35,126","217,409","854,460","5,107","199,573","31,082","360,778","1,524,428","1,210,500","86,414","104,752","302,610","394,220","123,735","91,645","216,635","100,573","118,987","338,856","15,698","31,524","2,218,918","1,305,962","119,426","97,825","2,098,585","1,208,137","132,816","44,343","72,040","34,033","9,967",539,"89,215","156,010","9,169","5,759","33,358","84,017","174,956","264,009","124,328","216,858","36,507","37,134"
2003M06,"12,079,985","10,368,231","7,249,578","5,992,006","2,330,207","145,909","141,171","253,825","1,080,293","2,623,883","384,061","681,848","1,808,057","882,091","257,924","397,881","419,030","302,515","215,481","212,237","224,880","36,186","253,440","756,400","7,113","191,884","35,580","266,599","1,643,504","1,412,398","175,302","124,034","296,885","414,891","125,140","102,208","231,376","109,321","107,393","297,172","15,465","51,970","2,279,518","1,358,241","115,056","88,291","2,164,425","1,269,950","125,816","45,282","67,712","25,118","12,034",277,"102,494","223,607","9,845","41,893","37,670","92,116","208,057","262,955","172,696","210,196","27,384","42,878"
2003M07,"12,159,643","10,422,302","7,308,562","5,918,205","2,329,202","136,780","122,749","232,156","1,030,520","2,575,074","353,928","732,665","1,950,322","850,560","257,995","376,174","493,882","328,543","212,623","197,366","183,305","34,895","238,388","674,548","6,698","58,551","37,243","331,161","1,539,222","1,399,034","117,667","240,351","306,290","375,414","83,170","111,433","238,843","110,619","113,233","187,699","15,954",2,"2,409,877","1,733,619","122,162","106,407","2,287,715","1,627,212","140,987","39,519","77,920","27,004","10,059",390,"108,125","179,850","9,689","19,519","39,852","96,050","217,123","270,657","160,949","234,016","25,773","27,874"
2003M08,"12,918,859","10,455,960","7,930,451","6,010,320","2,550,753","145,537","122,994","259,760","989,530","2,525,741","409,883","710,095","2,271,904","932,829","282,269","384,861","447,604","333,158","227,272","187,187","206,469","35,332","239,280","840,654","7,232","170,118","30,103","345,709","1,663,476","1,385,818","84,551","137,912","354,371","413,714","113,693","97,604","246,889","113,479","121,764","152,040","16,856","56,548","2,384,641","1,571,315","117,384","79,082","2,267,066","1,492,233","140,647","41,593","79,396","27,255","13,467",598,"112,188","203,464","8,803","4,091","36,046","121,722","228,485","230,862","166,143","192,172","20,337","29,231"
2003M09,"13,168,843","11,039,565","7,979,467","6,475,461","2,531,744","174,122","134,751","246,675","1,010,900","2,731,460","390,982","735,290","2,336,529","1,017,955","267,259","429,296","469,419","353,891","211,071","216,911","213,225","42,174","250,350","922,039","7,097","159,278","33,173","378,887","1,753,010","1,409,482","94,456","143,809","357,540","397,986","114,131","92,404","263,214","121,457","130,173","283,027","14,510","30,624","2,470,573","1,455,921","123,788","98,119","2,346,731","1,357,802","162,288","52,547","80,802","37,525","13,239",765,"109,433","151,310","10,814","7,762","41,432","63,812","220,732","267,130","182,241","223,066","21,313","33,428"
2003M10,"13,651,428","10,952,022","8,346,712","6,731,407","2,680,666","200,886","141,481","230,686","1,075,677","3,057,528","396,734","793,786","2,398,818","948,053","293,880","411,722","468,531","334,418","238,273","190,592","253,573","45,715","250,630","600,537","7,875","206,283","30,439","197,064","1,918,197","1,431,508","110,831","123,076","412,583","438,723","130,633","84,985","252,128","134,708","120,212","123,751","11,930","7,047","2,423,894","1,587,481","126,876","78,359","2,297,002","1,509,122","126,981","38,812","74,250","26,150","10,632",794,"114,361","141,790","13,115","26,277","48,690","57,757","248,918","274,307","170,735","237,513","26,991","25,546"
2003M11,"14,446,780","12,454,887","8,946,202","7,515,951","2,790,993","191,913","122,954","275,441","1,117,945","3,417,598","447,566","887,244","2,697,446","1,168,720","292,499","442,872","501,399","367,853","246,588","217,947","280,756","40,579","260,627","1,133,825","6,549","141,400","32,226","492,474","2,170,217","1,424,546","126,203","135,516","422,667","480,547","137,527","77,538","285,650","134,798","108,378","292,798","11,705","29,018","2,386,478","1,622,153","125,493","96,585","2,260,888","1,525,568","132,228","48,202","80,249","27,856","7,589",562,"102,696","129,219","14,352","6,934","37,402","43,167","230,553","263,250","189,998","225,202","29,897","25,912"
