2000M01,"12,197,390","11,019,804","5,995,192","5,950,313","2,513,098","210,810","129,913","221,661","1,266,884","2,983,234","318,271","620,066","276,403","525,023","291,956","391,350","400,444","316,812","219,468","245,726","135,396","41,964","224,446","579,931","6,107","65,326","30,032","172,698","2,148,412","1,579,371","182,253","144,462","394,346","482,021","138,994","131,107","398,403","161,538","122,009","310,574","11,206","23,973","3,050,371","2,088,070","159,441","104,848","2,890,916","1,983,222","205,451","45,964","131,136","41,757","25,940",130,"133,984","127,805","21,284","5,052","56,736","48,321","205,197","331,821","174,669","292,807","20,532","31,165"
2000M02,"9,199,017","9,102,026","4,583,910","5,158,443","1,754,017","125,536","125,573","184,867","1,081,321","2,652,429","247,538","661,963","243,109","324,284","220,011","345,799","277,967","264,644","169,463","222,099","91,155","25,582","176,382","416,087","3,813","65,470","22,889","163,496","1,517,679","1,192,363","104,200","112,504","289,011","332,800","108,436","98,812","279,634","121,373","82,240","218,334","9,246",168,"2,412,366","1,722,420","131,922","93,680","2,280,444","1,628,702","123,437","32,463","73,574","28,710","11,384",50,"100,391","76,731","15,325","2,928","42,892","22,519","139,964","280,901","120,541","256,045","12,648","20,314"
2000M03,"12,225,003","11,580,030","6,349,946","6,570,185","2,629,253","185,254","147,533","237,515","1,416,919","3,206,476","326,522","758,095","311,647","494,539","299,654","558,804","370,995","365,434","215,434","211,249","135,813","38,856","201,712","640,538","4,376","54,672","26,503","276,559","1,976,900","1,575,052","137,292","136,729","379,525","471,521","143,230","121,249","391,977","145,739","100,779","278,092","9,236","27,383","3,022,226","2,021,051","162,829","106,153","2,859,366","1,914,884","158,171","60,558","85,966","57,187","11,701",165,"117,057","118,789","16,281","5,253","52,324","43,801","173,334","309,808","142,365","264,985","23,404","37,148"
2000M04,"12,559,378","12,200,984","6,527,621","7,200,793","2,763,045","199,325","165,546","254,234","1,317,996","3,623,709","340,821","872,629","322,537","553,945","307,660","458,715","405,906","447,319","209,769","220,196","165,968","42,866","208,007","419,198","5,605","67,479","24,770","137,213","2,089,634","1,718,009","138,812","146,482","424,053","488,951","138,717","116,291","408,872","175,384","154,635","161,057","12,337","26,217","2,961,807","2,173,620","154,082","117,526","2,807,640","2,055,961","196,811","60,185","98,291","55,809","24,314",58,"144,915","149,070","20,008","6,864","66,401","51,402","172,556","313,339","144,870","264,706","18,303","41,328"
2000M05,"13,442,513","12,790,620","7,105,960","7,059,703","2,941,812","215,949","180,678","266,571","1,474,277","3,374,750","342,607","808,635","401,012","590,263","324,945","460,563","460,419","497,060","239,895","284,818","177,048","57,562","242,962","694,566","6,508","143,777","33,925","261,693","2,022,674","1,749,621","139,793","141,679","384,396","488,360","143,652","118,002","380,785","190,509","116,861","308,584","12,885","43,382","3,308,011","2,401,752","164,879","141,956","3,142,998","2,259,796","186,557","64,251","103,968","59,220","14,930",169,"161,254","107,954","20,491","14,616","68,959","27,492","200,680","397,809","165,415","344,344","23,137","40,847"
2000M06,"12,708,582","11,638,270","6,863,001","6,712,133","2,831,818","192,886","155,632","234,343","1,486,583","3,255,258","340,878","776,897","381,722","555,457","318,018","426,317","465,236","532,961","240,719","225,175","136,655","35,330","201,608","525,308","5,355","3,719","30,146","208,022","1,814,469","1,553,438","124,087","130,902","356,947","493,787","129,119","103,265","348,656","159,269","102,199","278,888","10,601","46,315","3,081,598","2,070,612","148,250","90,253","2,933,286","1,980,359","187,366","49,045","89,873","43,761","14,709",111,"155,437","127,381","18,462","4,153","72,672","49,929","174,645","315,115","139,906","275,756","22,481","29,832"
2000M07,"13,922,887","13,527,668","7,460,981","7,460,284","3,130,075","195,354","154,401","287,656","1,546,195","3,610,564","365,905","854,965","437,753","566,135","375,321","542,449","550,727","526,474","247,367","262,444","126,172","38,081","234,196","535,768","5,159","61,586","29,597","217,518","1,926,578","1,781,551","144,212","168,983","400,194","510,982","98,555","125,557","393,849","176,955","117,482","283,802","12,902",241,"3,447,785","2,890,962","170,904","108,000","3,276,873","2,782,902","235,461","69,003","125,229","61,919","14,614",102,"176,740","156,428","19,458","10,022","81,996","68,609","228,507","344,253","197,309","303,853","19,640","32,153"
2000M08,"13,057,382","12,164,009","6,710,757","6,533,384","2,891,153","182,742","140,968","246,859","1,328,539","3,158,098","325,637","759,054","383,556","494,165","318,291","474,265","510,041","463,782","224,293","214,998","115,770","38,883","216,367","609,917","6,758","71,870","30,537","268,433","1,942,754","1,556,705","124,790","152,407","395,076","469,539","112,628","120,446","388,718","169,661","104,189","364,129","10,968","28,808","3,428,515","2,538,141","153,042","107,368","3,275,441","2,430,761","205,951","55,697","124,726","48,341","13,162",229,"158,529","128,306","17,819","5,271","72,726","54,027","185,922","372,535","158,693","336,922","18,093","28,901"
2000M09,"13,289,969","11,837,593","6,946,802","6,912,150","2,956,982","219,573","140,114","270,247","1,416,344","3,255,982","331,007","788,100","423,138","525,104","315,670","514,201","524,879","502,668","227,411","225,207","132,172","39,431","208,982","535,660","6,876","131,745","30,014","202,713","2,083,070","1,592,338","131,738","173,236","439,786","515,435","104,618","120,430","413,072","147,720","112,398","242,424","12,928","4,540","3,277,955","2,037,518","169,312","112,539","3,108,580","1,924,978","182,715","52,391","104,407","44,115","11,308",264,"150,610","115,310","17,010","4,448","68,954","52,034","245,451","343,371","153,914","297,374","19,122","37,370"
2000M10,"13,957,540","12,395,300","7,282,500","6,999,138","2,930,587","229,177","159,462","267,839","1,610,558","3,427,557","368,254","769,308","430,249","565,832","340,921","439,366","582,561","420,464","234,512","257,364","151,830","41,000","222,744","544,999","5,351","47,446","33,636","324,532","2,203,999","1,668,868","136,072","188,665","526,988","427,899","121,616","148,361","412,992","170,102","121,245","237,342","10,623","32,614","3,384,373","2,391,920","170,048","116,998","3,214,274","2,274,922","199,778","81,274","115,834","48,414","10,026",55,"154,442","115,726","18,699","2,970","67,786","43,189","254,546","351,252","164,742","317,460","19,271","25,409"
2000M11,"12,995,093","12,017,684","6,783,490","6,653,925","2,711,584","224,428","138,568","291,083","1,514,048","3,286,726","364,206","713,877","404,332","559,654","285,063","404,022","559,214","366,157","227,065","230,157","147,468","38,162","207,403","626,168","5,211","114,631","32,087","163,073","2,172,232","1,667,057","154,763","171,059","502,040","497,691","123,970","110,815","386,151","167,000","92,536","246,302","10,132","61,900","3,104,293","2,330,705","153,899","95,178","2,950,326","2,235,383","195,788","45,443","100,129","33,383","34,942",342,"137,709","115,233","19,327","4,969","63,912","33,452","182,329","327,713","153,477","290,521","18,494","30,120"
2000M12,"12,395,002","10,458,002","6,520,767","5,684,240","2,688,294","183,148","103,381","257,655","1,427,512","2,787,290","330,658","643,565","376,036","474,933","289,214","334,669","528,676","332,634","197,220","180,748","163,595","35,917","203,937","615,302","5,924","154,470","27,528","325,058","2,005,530","1,455,778","139,850","171,582","443,916","399,824","126,336","84,678","388,313","167,652","106,070","356,195","14,504","33,377","2,999,833","1,888,302","151,520","90,294","2,848,308","1,798,008","166,353","41,886","100,121","34,554","10,478",378,"139,947","115,698","17,606","5,322","66,304","59,161","145,953","298,179","123,400","266,064","13,853","27,719"
2001M01,"10,048,722","9,351,859","5,040,128","4,935,713","1,791,786","172,936","119,697","204,282","1,214,518","2,153,301","279,783","584,439","292,047","469,803","254,112","332,275","416,502","302,808","187,589","197,111","96,298","44,161","188,952","514,484","5,854","57,012","26,749","189,912","1,722,099","1,324,624","112,433","142,929","390,521","384,205","107,996","87,609","288,981","129,016","93,421","246,807","9,226","28,577","2,504,458","1,859,344","138,829","73,492","2,365,543","1,785,850","132,469","30,494","80,368","26,717","9,003",278,"127,243","93,367","14,690","3,046","56,708","29,289","133,882","342,952","108,708","306,427","17,135","28,264"
2001M02,"10,381,557","9,137,965","5,589,011","4,980,891","2,276,436","156,683","110,274","163,588","1,265,628","2,413,556","285,023","589,071","371,586","371,825","225,455","340,087","402,359","305,725","185,169","187,623","118,418","25,557","180,589","473,149","4,565","56,294","26,523","199,882","1,748,209","1,242,775","100,446","126,024","411,672","343,054","115,975","97,686","311,759","164,291","82,933","219,022","8,463","28,653","2,326,202","1,799,235","121,020","80,155","2,205,128","1,719,079","125,666","26,960","81,131","21,363","8,126",81,"119,234","92,586","13,159","3,403","55,876","40,108","121,515","299,829","100,825","265,708","13,296","26,186"
2001M03,"11,980,544","10,054,008","6,358,714","5,584,400","2,660,549","197,193","136,084","214,554","1,375,274","2,583,969","292,794","611,390","426,942","537,812","263,405","392,364","401,700","293,568","201,814","192,859","148,253","42,719","196,399","517,528","4,578","56,998","26,312","254,648","1,993,338","1,329,506","115,444","118,315","457,393","390,021","138,190","102,656","360,272","137,465","106,299","288,143","11,593",66,"2,802,411","1,893,412","151,392","86,059","2,651,007","1,807,344","160,594","47,262","95,957","36,835","11,514",147,"128,918","89,135","14,897","2,703","54,837","30,739","147,215","299,508","121,274","263,177","14,989","29,670"
2001M04,"11,118,631","10,584,296","5,978,270","5,653,785","2,565,527","207,723","137,323","251,841","1,157,295","2,539,208","285,546","637,843","411,132","565,574","262,458","397,750","353,481","306,227","192,321","233,213","176,817","37,625","193,668","715,380","4,775","145,298","28,321","239,709","1,753,492","1,494,603","118,319","268,310","398,816","400,085","123,626","108,163","305,727","128,091","104,367","362,821","13,300",130,"2,557,621","1,898,191","140,669","91,084","2,416,898","1,807,107","165,325","40,418","89,941","34,934","11,435",177,"135,278","78,543","16,060","2,734","55,166","27,349","133,448","339,301","110,033","293,223","14,003","36,089"
2001M05,"10,386,669","8,990,217","5,623,500","4,850,152","2,393,410","172,582","130,107","249,571","1,094,778","2,141,496","262,490","539,175","391,858","491,468","258,776","329,898","340,943","269,439","181,780","199,059","168,079","34,394","174,304","531,980","4,861","77,886","28,955","207,391","1,538,448","1,247,211","92,274","163,254","319,343","367,162","106,075","90,588","250,284","122,746","92,452","195,634","10,647","32,353","2,463,281","1,692,769","127,498","91,565","2,335,714","1,601,204","145,035","39,118","77,775","27,650","10,796",73,"123,970","109,111","15,238","2,460","47,912","59,439","135,137","320,475","103,917","278,085","13,245","30,574"
2001M06,"10,580,179","8,708,200","5,733,479","4,713,472","2,400,893","153,288","132,127","240,432","1,166,253","2,200,125","273,586","500,257","405,955","447,223","283,116","312,553","323,500","250,091","199,724","186,489","149,121","33,860","189,248","532,474","4,890","145,497","31,952","240,858","1,495,727","1,223,688","93,500","203,876","306,782","347,128","106,457","74,728","265,832","104,967","97,667","242,153","9,876","56,952","2,538,239","1,562,818","127,033","84,691","2,411,195","1,478,120","167,129","40,597","98,828","29,680","12,535",313,"135,350","102,801","13,374","3,093","52,572","40,736","156,562","286,624","113,380","249,254","17,843","28,189"
2001M07,"9,999,376","9,251,656","5,309,227","4,768,506","2,252,389","149,022","120,742","222,869","1,011,314","2,041,415","256,646","563,877","411,300","477,196","273,821","329,325","312,423","309,182","179,588","188,205","145,538","35,531","182,755","691,136","5,158","154,231","28,281","316,928","1,369,394","1,409,255","87,882","316,302","292,749","355,158","65,452","98,914","250,687","107,176","99,332","268,036","11,399","54,868","2,472,736","1,646,595","136,714","79,158","2,335,928","1,567,437","183,408","45,109","92,647","40,690","11,281",587,"127,850","103,889","14,618","2,295","46,545","49,531","155,185","314,430","118,868","269,949","16,725","33,941"
2001M08,"9,756,981","7,745,166","5,182,997","4,220,262","2,349,766","156,791","118,597","202,654","881,982","1,707,313","262,098","481,354","422,356","474,903","242,414","345,655","295,732","258,106","166,230","147,593","119,570","34,220","188,893","529,528","5,075","46,864","30,805","222,910","1,384,812","1,092,148","77,720","146,219","291,049","310,960","90,324","103,106","239,106","116,420","92,545","143,426","12,349",89,"2,437,499","1,342,975","122,720","103,766","2,314,689","1,239,209","145,838","39,336","90,594","33,979","12,128",624,"105,135","94,912","11,653","2,434","37,281","39,292","143,176","278,385","116,139","237,794","19,057","30,768"
2001M09,"9,110,742","7,806,295","4,906,681","4,317,354","2,213,150","149,970","128,697","182,505","804,771","1,813,134","263,685","443,170","391,221","427,568","244,366","372,424","292,707","276,095","142,120","148,494","126,509","30,947","186,313","618,770","3,391","90,876","27,666","338,168","1,331,294","978,940","78,434","138,472","305,742","285,471","70,502","77,564","217,922","86,039","87,480","262,350","8,649","50,073","2,143,604","1,238,889","124,505","79,126","2,019,043","1,159,762","128,190","51,739","75,601","47,112","8,979",464,"109,880","86,127","13,143","2,865","36,675","44,561","135,602","247,916","110,142","218,532","17,436","20,407"
2001M10,"11,837,043","9,783,243","6,212,434","5,561,594","2,752,517","206,409","149,373","195,122","1,061,616","2,430,166","320,306","622,520","464,552","601,081","314,945","434,919","365,339","317,161","199,484","189,018","178,399","41,559","207,387","535,574","6,763","104,645","36,864","174,399","1,926,475","1,362,109","104,110","179,876","475,082","383,365","111,358","106,136","320,639","126,633","127,108","190,273","19,034","25,986","2,843,296","1,681,312","150,419","98,173","2,692,752","1,583,139","160,248","49,743","100,097","42,751","11,504","1,063","126,459","72,500","12,859","5,634","44,300","25,147","165,388","321,735","133,280","278,201","20,302","32,735"
2001M11,"10,491,078","7,992,213","5,573,952","4,541,155","2,476,966","163,804","108,703","195,969","1,005,192","1,892,930","300,486","489,271","441,164","493,826","246,530","315,052","334,112","257,509","180,661","150,231","150,149","31,606","162,832","417,370","5,868","117,161","25,582","148,609","1,939,198","1,140,903","105,720","210,951","483,300","316,542","117,622","66,349","292,127","101,728","88,637","93,408","10,726",39,"2,283,652","1,462,263","111,576","72,573","2,171,990","1,389,674","121,174","40,830","75,870","35,828","6,713",267,"96,420","48,211","12,648","2,539","37,950","20,203","152,975","243,601","125,924","214,335","18,779","23,959"
2001M12,"10,622,766","8,565,452","5,692,641","4,940,231","2,579,326","165,190","89,179","204,502","985,831","2,016,871","290,347","669,655","465,258","544,680","266,976","330,461","382,063","255,845","180,567","173,009","166,642","33,641","188,210","531,277","7,178","77,652","27,383","212,621","1,797,750","1,224,029","98,394","125,854","404,177","391,069","108,436","75,929","272,250","132,515","106,715","150,031","14,410","19,337","2,342,133","1,341,485","126,427","72,154","2,215,706","1,269,328","160,088","49,841","72,430","43,581","9,977",339,"110,828","72,971","8,896","3,265","47,954","38,784","160,548","248,982","112,152","215,815","14,837","25,983"
2002M01,"10,027,901","7,415,996","5,615,604","4,363,873","2,558,612","144,951","102,313","142,738","983,221","1,656,826","292,153","543,432","497,272","477,465","231,325","333,070","339,767","277,505","176,505","166,995","144,019","30,158","187,156","379,367","6,429","17,369","26,819","181,466","1,516,999","942,000","114,052","122,247","320,607","289,158","104,571","69,850","220,375","95,859","89,893","118,418","9,492","55,348","2,214,165","1,252,180","121,448","57,476","2,092,683","1,194,702","119,063","39,317","70,564","28,441","12,344",469,"91,576","70,485","1,670","2,283","39,582","32,826","129,063","237,558","107,392","209,056","13,089","25,253"
